iter	RMSE
256	12.25425829
257	12.25287566
258	12.25134435
259	12.24949617
260	12.24511316
261	12.24304993
262	12.24103302
263	12.23920206
264	12.23740683
265	12.23538218
266	12.2338607
267	12.23098644
268	12.22796097
269	12.22506059
270	12.22267801
271	12.2193244
272	12.2168377
273	12.214566
274	12.21233707
275	12.20937418
276	12.20667088
277	12.20404826
278	12.20183999
279	12.19954523
280	12.19747553
281	12.19517263
282	12.19291957
283	12.19106729
284	12.18921403
285	12.18692631
286	12.18493809
287	12.18283713
288	12.17977822
289	12.17799702
290	12.17584081
291	12.17368185
292	12.17198791
293	12.16978833
294	12.16782989
295	12.16592339
296	12.1638101
297	12.16112347
298	12.15919763
299	12.15727199
300	12.15515113
301	12.15339434
302	12.15166835
303	12.14998929
304	12.14816203
305	12.14634862
306	12.1445253
307	12.14285778
308	12.14001246
309	12.13873727
310	12.13727341
311	12.13538131
312	12.13384777
313	12.13228872
314	12.13053068
315	12.12834084
316	12.12653249
317	12.12471368
318	12.12287545
319	12.1214031
320	12.12018576
321	12.11863397
322	12.11739129
323	12.11584353
324	12.11385531
325	12.11164397
326	12.11060874
327	12.10922767
328	12.10732158
329	12.10611907
330	12.10480378
331	12.10256896
332	12.10115776
333	12.09933883
334	12.09786763
335	12.09565459
336	12.09351077
337	12.0924047
338	12.08891587
339	12.0832967
340	12.08166057
341	12.08018698
342	12.0785745
343	12.07646174
344	12.07508138
345	12.07171702
346	12.06776933
347	12.0664899
348	12.06508586
349	12.06406294
350	12.0598374
351	12.05851553
352	12.05736345
353	12.05566591
354	12.05478468
355	12.05378143
356	12.05283397
357	12.05090656
358	12.04927288
359	12.04810681
360	12.04707628
361	12.04555723
362	12.04451747
363	12.0427117
364	12.04167322
365	12.04043455
366	12.03927435
367	12.03804489
368	12.03351657
369	12.03090731
370	12.02913557
371	12.02727717
372	12.02539384
373	12.02394874
374	12.02312217
375	12.02169213
376	12.02020729
377	12.01943095
378	12.01835889
379	12.01754988
380	12.01533763
381	12.01329204
382	12.01079933
383	12.00748975
384	12.00627771
385	12.00169701
386	12.00065251
387	11.99786539
388	11.99332001
389	11.99005965
390	11.98950621
391	11.98878406
392	11.98793799
393	11.98384368
394	11.98320486
395	11.98191706
396	11.9759163
397	11.97172727
398	11.97062221
399	11.96653214
400	11.96501118
401	11.96397052
402	11.96277037
403	11.9617573
404	11.96078981
405	11.95875083
406	11.95451461
407	11.95374487
408	11.95280428
409	11.95091141
410	11.94940838
411	11.94812016
412	11.94655525
413	11.94573368
414	11.94001607
415	11.93759
416	11.93704804
417	11.93625735
418	11.93415341
419	11.93322892
420	11.92877452
421	11.92506447
422	11.92017314
423	11.91941907
424	11.91619869
425	11.91437108
426	11.91292438
427	11.91071978
428	11.90682955
429	11.90521085
430	11.90429747
431	11.90120931
432	11.90059292
433	11.89968262
434	11.89632651
435	11.89313846
436	11.89124759
437	11.88964034
438	11.88560498
439	11.88478906
440	11.88363052
441	11.87931419
442	11.87617914
443	11.87570255
444	11.87360897
445	11.87121975
446	11.87079925
447	11.86892363
448	11.86592219
449	11.8642681
450	11.86261505
451	11.86193867
452	11.86006915
453	11.85783523
454	11.85594092
455	11.85505998
456	11.85239989
457	11.8513627
458	11.8502893
459	11.8495901
460	11.84831421
461	11.84559708
462	11.84466431
463	11.84390584
464	11.84195669
465	11.83932841
466	11.83870215
467	11.83663262
468	11.83496497
469	11.83201336
470	11.83092547
471	11.82981061
472	11.82818936
473	11.82783287
474	11.82613617
475	11.82418019
476	11.82319882
477	11.82171383
478	11.82107522
479	11.82021082
480	11.8183716
481	11.81684649
482	11.81573995
483	11.81126287
484	11.80877637
485	11.8075673
486	11.80496372
487	11.80426377
488	11.80309199
489	11.80243508
490	11.80091973
491	11.80015681
492	11.79911432
493	11.79836223
494	11.79593354
495	11.79453258
496	11.79342612
497	11.79273276
498	11.79193442
499	11.79012038
500	11.78965492
501	11.78665965
502	11.78497738
503	11.78439417
504	11.78186951
505	11.78082652
506	11.77967067
507	11.77881506
508	11.77810117
509	11.77634041
510	11.77433067
511	11.77279553
512	11.76893809
513	11.76731982
514	11.7661113
515	11.76455459
516	11.76374072
517	11.76026645
518	11.75857356
519	11.75794242
520	11.75665847
521	11.75503642
522	11.75339508
523	11.7527605
524	11.75179346
525	11.75109676
526	11.75023743
527	11.74667182
528	11.74581644
529	11.7446888
530	11.74305604
531	11.74115541
532	11.74035409
533	11.73979405
534	11.73895356
535	11.73745529
536	11.73605841
537	11.73229972
538	11.73178035
539	11.73108396
540	11.72996749
541	11.7281419
542	11.72738729
543	11.72551442
544	11.7237094
545	11.72228093
546	11.71807328
547	11.71743648
548	11.71674155
549	11.7153163
550	11.71435012
551	11.71306066
552	11.71260586
553	11.71210411
554	11.71076988
555	11.70931626
556	11.70776845
557	11.70661884
558	11.70598016
559	11.70528929
560	11.70403323
561	11.70052983
562	11.6996385
563	11.69840495
564	11.69707734
565	11.69624675
566	11.69571428
567	11.69424121
568	11.69325398
569	11.69246423
570	11.68876312
571	11.68821259
572	11.68563298
573	11.6838411
574	11.68302612
575	11.68254879
576	11.68135781
577	11.6802008
578	11.67970516
579	11.67855871
580	11.6771146
581	11.67617429
582	11.67487273
583	11.67263418
584	11.67164218
585	11.67076871
586	11.66960978
587	11.66787224
588	11.66659037
589	11.66598786
590	11.66474832
591	11.6636752
592	11.66285542
593	11.66190664
594	11.66133925
595	11.66020727
596	11.65934999
597	11.65824524
598	11.65675243
599	11.65655972
600	11.65579026
601	11.65410667
602	11.65354094
603	11.65127367
604	11.65016788
605	11.64922329
606	11.64842384
607	11.64755528
608	11.6465082
609	11.64494965
610	11.6443773
611	11.64369245
612	11.64242154
613	11.64192958
614	11.64128334
615	11.64106627
616	11.6395105
617	11.63761227
618	11.63695028
619	11.63626615
620	11.63402085
621	11.63303911
622	11.63187566
623	11.63124894
624	11.63048682
625	11.62855805
626	11.62816866
627	11.62781918
628	11.62705271
629	11.62644976
630	11.62593892
631	11.62485311
632	11.62452362
633	11.62357511
634	11.62198807
635	11.62106207
636	11.62049565
637	11.61932208
638	11.61843992
639	11.61684662
640	11.61525744
641	11.61434069
642	11.61406832
643	11.6135194
644	11.61283043
645	11.61144244
646	11.60803893
647	11.60765792
648	11.60656293
649	11.60430318
650	11.60282194
651	11.60032952
652	11.59839757
653	11.59784641
654	11.59674245
655	11.59574387
656	11.594924
657	11.5939966
658	11.59362034
659	11.59195499
660	11.59092425
661	11.59047127
662	11.59004113
663	11.58938281
664	11.58847667
665	11.58701436
666	11.58620258
667	11.58522546
668	11.58376683
669	11.58289536
670	11.58219437
671	11.58043547
672	11.57996078
673	11.57886761
674	11.57815735
675	11.57690625
676	11.57617219
677	11.57480071
678	11.57159669
679	11.5702168
680	11.56937154
681	11.56868252
682	11.56832724
683	11.56757251
684	11.56690055
685	11.56568705
686	11.5652814
687	11.56447334
688	11.56370273
689	11.56316181
690	11.56279658
691	11.56162942
692	11.56105538
693	11.56021617
694	11.55996139
695	11.55921653
696	11.55897369
697	11.55836297
698	11.55793141
699	11.556742
700	11.55566624
701	11.55507041
702	11.55379599
703	11.55330875
704	11.55265641
705	11.55136851
706	11.54841865
707	11.54778864
708	11.54651302
709	11.54588634
710	11.54540193
711	11.54466307
712	11.54392627
713	11.54304695
714	11.54213629
715	11.5409147
716	11.54008162
717	11.53919861
718	11.53862067
719	11.53548873
720	11.53511571
721	11.53466977
722	11.53406893
723	11.53363387
724	11.53252768
725	11.53115291
726	11.53056908
727	11.52924462
728	11.52881864
729	11.5280763
730	11.52700925
731	11.52626535
732	11.52514623
733	11.52395512
734	11.52330488
735	11.52224572
736	11.52155208
737	11.52070792
738	11.5198451
739	11.51945983
740	11.51868224
741	11.51612433
742	11.51495547
743	11.51459507
744	11.51422415
745	11.5136746
746	11.51299339
747	11.51000331
748	11.50904936
749	11.50864994
750	11.50781142
751	11.50635963
752	11.50542706
753	11.5040687
754	11.50337297
755	11.49811689
756	11.49757219
757	11.49696261
758	11.49599801
759	11.49504234
760	11.49432775
761	11.49366571
762	11.493114
763	11.49275442
764	11.49198114
765	11.49120498
766	11.49047996
767	11.49007365
768	11.48945661
769	11.48722251
770	11.48662085
771	11.48634558
772	11.48415627
773	11.48378219
774	11.48257158
775	11.48214977
776	11.48163601
777	11.47978438
778	11.47793693
779	11.47541479
780	11.47488173
781	11.47308792
782	11.47224766
783	11.47187341
784	11.47096619
785	11.46872228
786	11.46801393
787	11.46626144
788	11.4652992
789	11.46494721
790	11.46469092
791	11.46387522
792	11.46332924
793	11.46282425
794	11.46238738
795	11.46148771
796	11.46064783
797	11.45916646
798	11.45892863
799	11.45605623
800	11.45552267
801	11.4551226
802	11.45472898
803	11.45419608
804	11.45272535
805	11.45177502
806	11.45119602
807	11.45065372
808	11.44991025
809	11.44871052
810	11.44860455
811	11.44798069
812	11.44658843
813	11.44592074
814	11.4457372
815	11.44521776
816	11.44480989
817	11.44432298
818	11.44388325
819	11.44228206
820	11.441502
821	11.44119214
822	11.43993911
823	11.43937395
824	11.43874754
825	11.437984
826	11.4372112
827	11.43688026
828	11.43632042
829	11.4358374
830	11.43546586
831	11.43475785
832	11.43402602
833	11.43344553
834	11.43292692
835	11.43225283
836	11.43179653
837	11.43136566
838	11.43089675
839	11.43040749
840	11.42852228
841	11.42816567
842	11.42786028
843	11.42488944
844	11.42433729
845	11.42290606
846	11.42256886
847	11.42214899
848	11.41927513
849	11.41902461
850	11.41879881
851	11.41838924
852	11.41777734
853	11.4162514
854	11.41585708
855	11.41383825
856	11.41213722
857	11.41123064
858	11.40934025
859	11.40875157
860	11.40839214
861	11.40798533
862	11.40746569
863	11.40657923
864	11.40602236
865	11.40593659
866	11.40542178
867	11.40496031
868	11.4029092
869	11.40238876
870	11.40176042
871	11.40129226
872	11.4004339
873	11.40005977
874	11.39969838
875	11.39932749
876	11.39884877
877	11.3981616
878	11.39768378
879	11.39714763
880	11.39693758
881	11.39667999
882	11.39605061
883	11.3955675
884	11.39421322
885	11.3922512
886	11.39184406
887	11.39102695
888	11.39045879
889	11.38939874
890	11.38810497
891	11.38789607
892	11.38742769
893	11.38633783
894	11.38614081
895	11.38554285
896	11.38390303
897	11.38283596
898	11.38241885
899	11.38235157
900	11.38181188
901	11.38117451
902	11.38059598
903	11.37985583
904	11.37963085
905	11.37784698
906	11.3765345
907	11.37616111
908	11.37427017
909	11.37405816
910	11.37356103
911	11.37169885
912	11.37117778
913	11.37060033
914	11.37008877
915	11.36970184
916	11.36898963
917	11.36853814
918	11.36826838
919	11.36784445
920	11.36725019
921	11.36665486
922	11.36586472
923	11.36540197
924	11.36380575
925	11.36331601
926	11.36283521
927	11.36233108
928	11.36195987
929	11.36124266
930	11.36112826
931	11.36062821
932	11.36031829
933	11.35976856
934	11.35880004
935	11.35871508
936	11.358191
937	11.35748426
938	11.35441596
939	11.3538176
940	11.35338269
941	11.35289855
942	11.35258842
943	11.35191348
944	11.35148296
945	11.3509043
946	11.35014096
947	11.34850644
948	11.34798651
949	11.34735769
950	11.34661775
951	11.346395
952	11.34595303
953	11.3444674
954	11.34375366
955	11.34333687
956	11.34291432
957	11.34250483
958	11.34231418
959	11.34191113
960	11.34118273
961	11.3407842
962	11.3402641
963	11.33972741
964	11.33930096
965	11.33891083
966	11.33826935
967	11.33741354
968	11.33588593
969	11.33572706
970	11.33561256
971	11.33498611
972	11.33441402
973	11.33390079
974	11.33362509
975	11.33304699
976	11.33257147
977	11.33245221
978	11.33199412
979	11.33148951
980	11.33096329
981	11.32879254
982	11.32834874
983	11.3278821
984	11.32777429
985	11.32717992
986	11.32686063
987	11.32607335
988	11.32552245
989	11.32477336
990	11.32403874
991	11.32312798
992	11.32246431
993	11.32219447
994	11.32198763
995	11.32146909
996	11.32110812
997	11.31998925
998	11.31977158
999	11.31934199
